date;name;tweet;sentimen
Oct-16;보조개;Kak diadain lagi dong kuota 10GB 10 hari yang 20rb. Lumayan banget buat ujian;positif
Oct-16;Ayatullah Khamenei;By.u tolong adain toping marketplace atau akan Ada demo omnibus law besar²an #adakanTopingMatketplace;netral
Oct-16;Arabbb;Paketan 1 5 MBPS 7 hari di game pubg hanya mentok di kuning Min ga kuat di hijau sangat di sayangkan(:;netral
Oct-16;Anna Erpiana;Cek dm yaa min;netral
Oct-16;gilang bintang;@byu_id Min  kok tiba2 kuota topping instagram saya ga bisa dipake ya  kuotanya masih ada  tapi yg berkurang malah kuota utama. Gimana min?;negatif
Oct-16;bbible. ;Cek dm kak;netral
Oct-16;Junk™;Kapan?;netral
Oct-16;Junk™;Caranya?;netral
Oct-16;Rafly;Nando ? Bengek anjim;netral
Oct-16;diva.;Mantap ya bun ;positif
Oct-16;na;maaf min salah lirik;negatif
Oct-16;;It is time to repurchase my kuota tapi i ngga ada uang please kasih aku kuota by.u kecintaanku ;netral
Oct-16;Zayd;Heh tahi lalat kramat.;netral
Oct-16;Rafly;Boleh tau siapa;netral
Oct-16;nahel;Coba d restat dlu modemnya;netral
Oct-16;far;min @byu_id bales dm tolongg;netral
Oct-16;ayif;iya bund;netral
Oct-16;anak pak haji;Kuota saya dari kemaren ga masuk mau buat kuliahhh ;netral
Oct-16;Yuska;Kak cek dm dong;netral
Oct-16;Sid.;@byu_id cobain gus;netral
Oct-16;gipsy;Katanya gini;netral
Oct-16;#NAME?;Iya minn;netral
Oct-16;‘fadel;Topping ig ku gak bisa dipakee;negatif
Oct-16;Namaku;Kan pernah booming nih lagu;netral
Oct-16;oci;Min cek dm dong pliss;netral
Oct-16;AnakKecil;hoo po pak? wkwk;netral
Oct-16;raratiara heyhey;Result By.U paket gratisan rich Giga   Ya Allah makin cinta @byu_id  dah emang lope biarpun ga ratusan Mbps. Tapi nonton streaming ga baperan anaknya ;positif
Oct-16;Dapa;Voucher kuota by.U;netral
Oct-16;s;@byu_id tolong cek dm ya;netral
Oct-16;Danang P;By.U unlimited ada yang 5mbps;netral
Oct-16;malang melintang;Paket apaan yang sejuta? ;netral
Oct-16;Didik Prasetiadi;Bebek;netral
Oct-16;ʊաʊ || ⟭⟬⁷;Coba di pindah ke sim 1 kak klo hp kaka dual card aku taro kartu byu di sim 1 bagus² ajh cuma kdng emg ilang ajh +nya jd cuma 4G doang tpi ttp kenceng sih;negatif
Oct-16;Gus Nan48;Toping paket YouTube nggak bisa di pakai;negatif
Oct-16;Supra R 2542;Sandal joger (edisi pulang jumatan);netral
Oct-16;I'M ≮;"knp jd lemot sih min awal"" keknya bgs bgt";negatif
Oct-16;Usman;Nindy knp kuota YT sama IG gw kagak kesedot malah kuota utama yg ludes;negatif
Oct-16;ʊաʊ || ⟭⟬⁷;Aku bagus² ajh coba di pindah di sim 1;netral
Oct-16;ʊաʊ || ⟭⟬⁷;Kalo solusi dari aku coba kartu byunya di pindah ke sim 1 soalnya aku jg naro sim byu di sim 1 dan bagus² ajh dri kmrn jangan taro di sim 2;netral
Oct-16;s;semongko;netral
Oct-16;Mora.;Tapi aku suka karna topping toppingnya sih wkwkw;netral
Oct-16;Mora.;Murah sama speednya hampir sama kayak tsel (kan by.u anaknya tsel wkwk) ;positif
Oct-16;Do;@byu_id mantap min;positif
Oct-16;Kang Ramen;Ka tanya dong  itu kuota belajar bisa di pake buat semua aplikasi dan streaming juga ga?;netral
Oct-16;Opi - Off;Iya setau aku harus ada kuota utama kak;netral
Oct-16;⚘;aku pake worth it kok;negatif
Oct-16;meoww;kok di aplikasi by.u saya gada paketan yang 10gb 20ribu ya?;negatif
Oct-16;Hakim;Kak Nindy  tolong cek DM  ya. Trims;netral
Oct-16;Syaisya;Min  mohon maaf ko akhir2 ini sinya byu lagi jelek banget ya:( kenapa ya minnn;negatif
Oct-16;Mheonk;Owh yg ini wkwkwk dah nih;netral
Oct-16;Mheonk;Ini paket lemot ga sih  buat keperluan zoom untuk kuliah sama sosmed gitu worth it ga?;negatif
Oct-16;richow;@hasntdetected bengek 10gb mak 10rb;netral
Oct-16;𝑫𝒓𝒆𝒘.;Pokonya tetep setia sama @byu_id ;positif
Oct-16;JonFer  ΔΟ;Saya beli kuota semalem tapi gak masuk.... trus duitnya lari kemana? :(;negatif
Oct-16;Silva;@byu_id transfer pulsa by U gmna??;netral
Oct-16;RAFI;nindy mana nih? sibuk ngonten #NoBraDay di tl atau gimana ? ko blm ada follow up lagi?;netral
Oct-16;Rizky Arbasena;Ramutu woy  beli toppping smaa aja yg kesedot kuota utama bukan kuota topping. Kenapa kayak gini bisa terjadi woy tlong jwabnx;netral
Oct-16;Unit Intel Konoha;Pusing ga abis2...;negatif
Oct-16;cokopedia;pake @byu_id yg unlimited sebulan baguss video call jalan trs;netral
Oct-16;;Kan dulu gua sempet beli by.u tp kaga bisa registrasi langsung gua buang itu kartu;negatif
Oct-15;Ijaldtya;baru nunggu kartunya dianter nih;netral
Oct-15;txtdaripije;@Telkomsel @byu_id gaes  sinyal kalian kenapa si:( kayanya madet2 mulu dari kemarin;netral
Oct-15;Azz;@byu_id beberapa hari ini lemot dan error mulu!;negatif
Oct-15;they call me akayz;@byu_id min ini topping zenius kok gak bisa kepake sih?;negatif
Oct-15;Lian arbani;Sekarang km lelet. Sering ngilang jg udh gakaya dulu lg  wis ora nresep @byu_id;negatif
Oct-15;Pedjoeang Keloearga;Sinyal dong... Sm yg 1mbps 100k adain lg plis;netral
Oct-15;Jastin Timbeurlek ;Memuat terus euy  240 ms dong;netral
Oct-15;Wiouuu ;Makasih kak;netral
Oct-15;-;Oh iyaaa bener !! Setelah pake paket unlimed yg 100k. Habis tu promo balik lagi ke topping trus baru kesedot2;netral
Oct-15;G;Reset aje;netral
Oct-15; ˢʰᵃⁿᵗʸˢᵍⁿ ;Udah ikutan dong;netral
Oct-15;Anang;@byu_id min kenapa si kalo pake paket topping (tanpa kuota utama) trs di buka sesuai paket gak jalan?;negatif
Oct-15;Nco;@byu_id min cek dm;netral
Oct-15;Muhammad Muchlis Zakki Anwar;Jaringan by u lelet banget sumpah  padahal katanya pake sinyal telkomsel. Lokasi karanganyar;negatif
Oct-15;GusAja ;Okeh cussss maharnya apa nih dek manda;netral
Oct-15; Amanda;Sudah baaang...ditunggu di  halaman blkg..tmpt si emak istirohat;netral
Oct-15;k;Belinya via appnya langsung bisa a  nanti bayarnya bisa via ovo atau mbanking  kalaupun gada kedua itu bisa lewat indomart.  Kemarin saya isi dikonter pulsa ada kok  bilang aja ke mas masnya provider By.u;negatif
Oct-15;GusAja ;Dah bilang mak lum aq mau taaruf;netral
Oct-15;Shinobi Konoha;@byu_id memang terbaek ;netral
Oct-15;k;Bayu ku kok segini sih'-';negatif
Oct-15;FLOWERUN98;Ngeri bgt by.u;negatif
Oct-15; Amanda;GA nya cucok buatmu baang;netral
Oct-15;ᵜ yoshi bakul krupuk ᵜ;Hari ini by.u knp sih..  Uda trf..  Ga bsa d pake paketnya..  Astaga ==a..  Butuh banget padahal @byu_id;negatif
Oct-15;;belom. pilih nomor cantik aja susah amat. beda sama yg sebelah. tinggal di search aja nmr yg mau. eh nongol;positif
Oct-15;bangorigen;Baru tau  ambil paket @byu_id di @Indomaret dapat hadiah @Indomilk hhhh;positif
Oct-15;GusAja ;Lah sdh jadi brand ambassador kah mandaa;netral
Oct-15; Amanda;@gus_von_diajie  nih yg lagi ngeyakinin  si dia...;netral
Oct-15;Iqbal;Lahh sama  dikira gua doang yg bgini. Kek percuma jadinyaa;negatif
Oct-15;Han.;Harus di tengah kota tapi;netral
Oct-15;JL87_;Anak Twitter suruh jadi anak IG   nggak ah;netral
Oct-15;Diana E;@byu_id min sdh saya balas DMnya kok belum dibalas;negatif
Oct-15;Diana E;Min sdh DM kok ngga ada balasannya;negatif
Oct-15;RARA;Halah 10gb kok 50rb ..;negatif
Oct-15;calon imam mu;Nikmatnya jadi anak by u   bisa isi pulsa tanpa bisik2 wkwk;netral
Oct-15;Kenzs;Diatas 10mbpslah kak speednya...;netral
Oct-15;caaaaaaaaal;Lemot bgt woee anying;negatif
Oct-15;Ö;Min kenapa kuata topping ga kepake terus  yang kepake malah kuota utamanya;negatif
Oct-15;マルディニニコ13;NINDY! tolong ya topping Instagram saya di refund pulsa saja  percuma juga tidak bisa di pakai malah nyedot ke Kuota Utama.  tolong Fast Respon  saya sudah komplain via Live Chat di apk by.U & sangat Slow Respon pelayanannya.  mohon kerjasamanya & terimakasih.;negatif
Oct-15;Vella Tambayong;parah emang.;negatif
Oct-15;nopal;sama aku jg gitu;netral
Oct-15;siapa aku??;By.U adain paket harga 100k bagi kaum misquen itu udh paling mahal;negatif
Oct-15;nopal;aku juga gini asu emng byu;negatif
Oct-15;titan agriz;kok aku gak di balas? ;negatif
Oct-15;Dep`;Waduu coba dm ajaa;netral
Oct-15;Juli;min  pertanyaannya emang ada Instagram Beta? ;netral
Oct-15;Viani Eko Ningrum;Yang kuota kumat (10gb 10 hari 20rb) dijadiian kuota data tetap dong ;netral
Oct-15;uke.;@byu_id min  kok gada Netflix sih di menu topping? Adain dong plizzzz;negatif
Oct-15;SemarangTalks;Kami sudah kirim bukti capture lewat DM Twiter ini dan juga IG By.U. Kenapa ga ada respon.nya dr pagi sampai malam ini @Telkomsel @TelkomIndonesia @erickthohir @byu_id .;netral
Oct-15;Martin H;Makasih jaringannya bikin saya emosi @byu_id;negatif
Oct-15;FNL;Akhirnyaaa ada jawaban yg masuk akal yah  gak nyuruh restart hp. Karena di-DM nyuruhnya bla bla gak jelas.  Thanks @juliyaanti Pasti kamoh CS terbaeq ;negatif
Oct-15;malang melintang;Aku mau paket unlimited kecepatan nya ditingkatkan ;netral
Oct-15;Tokoh Masyarakat Kasukabe;Ada nindy gak?;negatif
Oct-15;manusia;Aku kok gk pernah dapet lo?;negatif
Oct-15;ᴮᴱann⁷ yoongi's misser;Percuma min  kalo ga dipilih :(;negatif
Oct-15;papercut;Bersyukur segini makasih @byu_id;netral
Oct-15;Dani Istianto;@byu_id kak  jaringan by.u di Sedati Sidoarjo sinyalnya full 4G  tapi loading lama yah buat browsing. momon bantuannya ya kak.;negatif
Oct-15;-;hoo e udah dr beberapa bulan yg lalu  kirain skrg uda sembuh ternyata podo wae. Solusinya disuruh main Line dulu :))))))) paraahh @byu_id;netral
Oct-15;ᴮᴱkoo! —LifeGoesOn;signalnya lancar gak  sih  dha??;negatif
Oct-15;yourstruly;Iyaaa yg kesedot utama muluu sampe expired cmn kepake 1 gb-_-;netral
Oct-15;R ♡;Jaringanmu kenapa sih akhir² ini lemot parah??? @byu_id @Telkomsel ada apa? sini cerita....;negatif
Oct-15;-;Cen kek gitu po dan punyamu juga ? Ha tiap ngisi kuota data mosok kesedot truss la apaguna -____-;negatif
Oct-15;yourstruly;Samaaa jd males bat beli topping2;netral
Oct-15;Diana E;@byu_id min aku beli topping IG  tp kok sepertinya yg berkurang kuota utamanya ya?;negatif
Oct-15;M N Huda;Woi @byu_id ini tolonglah  kasian kuota utamanya berkurang mulu topping nya utuh;negatif
Oct-15;kempul;Min pembagian kuota belajarnya itu gimana min buat aplikasi apa aja min?;netral
Oct-15;Dimas;Mahal;negatif
Oct-15;Vella Tambayong;ga di respon jugaa. ini mon maap nindyyy responn dong;netral
Oct-15;M N Huda;Owh gitu toh  coba komplain lewat aplikasi nya;negatif
Oct-15;Andriano;min  ini saya beli paket  pulsa udah kepotong tapi kok paket internetnya ga masuk. sudah saya DM @byu_id;negatif
Oct-15;titan agriz;mon map kak  bantu jawab itu khusus aplikasi Instagram beta ;netral
Oct-15;Vella Tambayong;iyaa. topingnya gaguna;netral
Oct-15;d;Oiyaya ada banyak di topping2;netral
Oct-15;M N Huda;Yg kepake kuota utama yah?;netral
Oct-15;d;Ini topping wasap bukan?;netral
Oct-15;din࿐;Min ayo cepat proses  ak mau streaming nct @byu_id;netral
Oct-15;hayo ini siapa;admin aku kan dapet bantuan kuota by.u dari kampus. nah bentuknya itu kartu perdana tapi ga ada nomernya. pas mau login pake data internet by.u ga bisa kenapa ya min;negatif
Oct-15;P I Y I K;@byu_id         vs       @IndiHome  Real si  cumakan klo data kuotanya dikit ckckckck Via : http://fast.com;netral
Oct-15;Nemo A. Muadza;Buat eSIM dong @byu_id.;netral
Oct-15;intan;sama samaaa syg;netral
Oct-15;Opi - Off;Oh jd ini tuh unlimitied ya? Kok aku baru ngeh si btw makasih sender;negatif
Oct-15;FNL;Gaessss @byu_id nanya donk... ini kenapa topping instagramnya gak berkurang deh  padahal dipake terus.  Jadi motong kuota utama kan.;negatif
Oct-15;Ayu;Baru pertama kali liat iklannya ini lgsg inget @est_maretha wkwk;netral
Oct-15;ᴮᴱren⁷ | | DYNAMITE SOTY;@byu_id by.u memang tidak ada obatt lumayan bgt seginii;negatif
Oct-15;P E T E T;Telkomsel sama by.U kenapaaa dah error mulu  bentar2 minta direstart ulang.  @Telkomsel @byu_id;netral
Oct-15;Glitter in your sprinkle;Paket @byu_id yg 1.5 Mbps;netral
Oct-15;Mas Seblak;@byu_id mantulll;netral
Oct-15;Shelilyy-A;Baru beli nih miin  hehe;netral
Oct-15;Alwiii;Kenapaaaaa? @byu_id;netral
Oct-15;.;Coba Doi gue gini kalau anniv ngasih kuota  sayang sama @byu_id ;netral
Oct-15;pip;halo @byu_id bisa gak sih bantuin aku biar tau ini nmr siapa? demi Allah ganggu banget  bahkan dia bisa telfon aku lebih dari TIGAPULUH kali sehari. ganggu bgt tiap lagi kulon tiba tiba ni setan nelfon. kalo aku tau nmr yg dia pake buat telfon kan bisa di blokir. jadi plis tolong ya;negatif
Oct-15;Alwiii;@byu_id Knp kuota toping ga pakai ya  malah yg kapakai kuota utama mulu;negatif
Oct-15;Nambu;Alig banget  sengaja gua pasangin toping instagram buat ngepoin doi  malah kuota data utama gua yg berkurang. Gimana si ini @byu_id bikin mood gua ilang aja buat clbk. Tolong dong segera ditangani  ini soal perkara hati yang ingin bersemi. Bantu aku dong by.U;negatif
Oct-15;Adjie Kartasasmita;Thx @byu_id sudah satu tahun kita bersama ;netral
Oct-15;Ari.;Terwakilkan;netral
Oct-15;Jan;Lelet bgt dari pagi yaAllaaah kesel bgt deh @byu_id;negatif
Oct-15;Patrick;Udah ada ding;netral
Oct-15;Permadims;Udah saya DM ya min..;netral
Oct-15;𝑫𝒓𝒆𝒘.;Aku cinta @byu_id ;positif
Oct-15;;Itu sehari doang dah yg segiga elah;negatif
Oct-15;Patrick;Punyaku kok gak ada ya;negatif
Oct-15;Dimas Wijanarko;Iya topingnya doang. Kan dapet kuota segiga juga noh gratisan;negatif
Oct-15;;Promo topingnya doang ya?;negatif
Oct-15;Zahra Majeed;By.u ajah baru setahun bulan ini mba wkwkk:v.;netral
Oct-15;Dimas Wijanarko;Ini gua lagi pake paketannya wkwk;netral
Oct-15;Siti Nur D. ;@byu_id cek DM min. Makasih;netral
Oct-15;Pratama Chahya Putra;Ini @byu_id lagi gangguan yaa sinyalnya 3G kadang tiada layanan mulu ;negatif
Oct-15;シンディ.;@byu_id kenapa kok pas w kuliah lu jelek bgt sinyalnya?;negatif
Oct-15;YeGe;Khusus Topping ya  BUKAN paket data.;netral
Oct-15;ge;By u dari kemarin knp dah @byu_id;netral
Oct-15;𝓻𝓮;@byu_id punya ;netral
Oct-15;Septi (https://skywebpage.com);@byu_id halo. Min. bisa baca DM please.  trims;netral
Oct-15;watanabe;bilang aja mau ngetawain kaaaannnnnn ;netral
Oct-15;@LugiyoNameBlank;@byu_id min jika kartu by.U di taruh di modem WiFi portabel SIM cardnya hangus nggak ya?;negatif
Oct-15;B;@byu_id min  mau bayar paket ga bisa lewat pulsa ya? Lewat ovo juga gagal mulu. Lagi gangguan apa gimana nih?;negatif
Oct-15;cham;GA LUCU @byu_id @triindonesia KENAPA KOMPAK MATI TIBA TIBA HEY?!!!!;positif
Oct-15;dudes;kalo di combo sama yg unlimited 30 hari. yg dipakai mana dulu min?;netral
Oct-15;intan;g guna min promonya. ak dah beli paket unlimited nya.;netral
Oct-15;Atma We;Itu cuma paket perdana  beli perdana bisa pilih paket yang ini  kalo udah aktif dan abis masa aktif paketnya ga bisa diperpanjang dan ga ada lagi pilihan paket yang kek gini.;negatif
Oct-15;txtdarikangkeong;@byu_id tolong baca dm!;netral
Oct-15;panggil aja sayang;lemot bgt skrg heuy :(;negatif
Oct-15;Resutooo;@byu_id hallo min  tolong cek dm ya  ada sedikit trouble nih :);netral
Oct-15;Matcha Latte;Dapet sih tapi kuota masih banyak. Ini berlaku smp kapan ya minnn;netral
Oct-15;⃢ ⃢⃢;Udah punya by.u tapi mau coba yang lain yang lebih murahhh;netral
Oct-15;Suka makan;Ini @byu_id Kenapa sinyalnya drop??? Ga nyampe 100kbps? Sehari2 bisa 400kbps di daerahku... Ueeee dibuat garap video weeee ;netral
Oct-15;that girl ;Segini doang nih? @byu_id;negatif
Oct-15;Jametologi;Kok orang pada gede sih  gak paham bginian tapi heran kenapa pake unlim @byu_id segitu udh lancar bgt buat kulon hingga streaming. rasanya melebihi wifi warkop..;negatif
Oct-15;Hello Noevember;Aku yg sering beli paket dan toping ga dapat yg ini.. cek reward juga g ada.  Tp punya ibuku yang jarang pemakaiannya malah dapat... syedih;negatif
Oct-15;11.11;wadul sateh nindy eweuh ku urang di cek;netral
Oct-15;Vella Tambayong;by u boong mulu. aku beli toping aja  gagunaaa sama sekali. malah kuota utama kesedot  katanya ulang tahun. 10gb sia sia gimana siiiiii by u skrg makin lama jd mengecewakan loh. dulu ga giniii. parah  gmn nih perbaikan nya syg 10gb toping ig? mohon respon dgn solusi!;negatif
Oct-15;Vella Tambayong;by u boong mulu. aku beli toping aja  gagunaaa sama sekali. malah kuota utama kesedot  katanya ulang tahun. 10gb sia sia gimana siiiiii by u skrg makin lama jd mengecewakan loh. dulu ga giniii. parah  gmn nih perbaikan nya syg 10gb toping ig? mohon respon dgn solusi.;negatif
Oct-15;VickEh ;kapan ada topping gaming?;netral
Oct-15;rafathar the legend of ang;Provider terkece  terhitz  ter ter pokoknya di Indonesia jatuh ke @byu_id emang. Sering ngasih kuota gratis  beli paketannya sesuka hati ngaturnya  signal di plosok masih ada  terus murah lagi gelok emanggg luvv pokoknyeee;negatif
Oct-15;Izzaturrahman;Min pembayaran di Indomaret koneksi mlu   apa smua pembayaran lgi koneksi?;netral
Oct-15;𝖗𝖚𝖉𝖍𝖎 𝖍𝖆𝖋𝖎𝖊𝖉𝖟;promo nya sampai kapan min!!;netral
Oct-15;Romzi Naufal Hugo;@byu_id neng nindy lumayan lah.;positif
Oct-15;Cacamarica;Maaf mo nanya  aku kemrin beli toping yg youtube kok gak bisa buat bukak youtube ya?;negatif
Oct-15;adel;@byu_id tolong bgt ini sinyalnya ilang terus;netral
Oct-15;Anggara;kak  aku dapet kiriman kartu by u  kayaknya rich giga  kalo aku pasang nomerku yang lama hilang ga?;negatif
Oct-15;Telkomsel;4. Direct Message Facebook: byu Indonesia  5. Live Chat: di dalam aplikasi by.U yang terinstall di HP Kakak. Makasih :) -Micha(2/2);netral
Oct-15;Telkomsel;Pagi  Kak. Perihal informasi seputar produk dan aplikasi by.U  kakak bisa mendapatkan penanganan resmi melalui channel by.U help center melalui: 1. Website: http://byu.id  2. Direct Message Instagram: @byu.id  3. Direct Message Twitter: @byu_id (1/2);positif
Oct-15;anaksoleh;@byu_id halo  saya baru beli kartu byu  tetapi bukan utk saya  yang memasan saya dan pakai email saya  utk kartu skrg ada ditemen saya  2 hari lagi exp. Apakah ada cara lain  atau saya harus kasih email pribadi saya ketemen.;netral
Oct-15;Alif Rizqi F;By. U ku segini mas;netral
Oct-15;nopal;iya aku jg gini  tlong byu diselesaikan baik2 atau ak pggil pak rt!!!! @byu_id;netral
Oct-15;;Kasih toping netflix dong ka nindi;netral
Oct-15;𝓸𝓵𝓮𝓪;Nindy  aku beli topping instagram yg 3gb berlaku sampai 24 oktober tapi dia ga pernah kepotongg dan aku sampe beli kuota utama 2x dia tetap tdk kepotong nindy bantu akuuu #help;negatif
Oct-15;tuyes;@byu_id awal beli by.U internet lancar  sinyal bagus. Makin kesini  makin ilang sinyalnya  Internet lemot puoll. Hmm kenapa siiih ;netral
Oct-15;Viu Indonesia;"halo kak  maaf bangeet kamu jadi ngga nyaman ya Yuk kirim rincian aduan ini ke e-mail aku via fitur ""Hubungi Kami"" di aplikasi Viu! Akan segera dicek dan dibantu sama timku dari sana ya";positif
Oct-15;Telkomsel;tunggu konfirmasi langsung dari mimin @byu_id ya  Kak. Makasih :) -Kimmy (3/3);netral
Oct-15;Telkomsel;Telkomsel  b. iOS  Settings > General > Reset > Reset Network Setting. Jika masih berkendala  silakan infokan data berikut via DM agar dibantu cek dan privasi terjaga: 1. Konfirmasi nomor HP  2. Tanggal dan waktu kejadian  3. Lokasi detail. Terkait keluhan di nomor by.U  (2/3);positif
Oct-15;Telkomsel;Pagi  Kak Farras. Maaf banget ya  terkait kendala sinyal 4G ga stabil dan mengakibatkan akses internet lambat. Silakan coba refresh jaringan dengan cara berikut: a. Android  pada pilihan menu Mobile Networks  pindahkan Manual Network ke operator lain dulu  kemudian pilih (1/3);negatif
Oct-15;payas;@Telkomsel @byu_id kenapa dah sinyal by.u - tsel di rumah gue gk stabil bener. 4G+ loh  tapi ngirim wa aja gk ke kirim kirim :);netral
Oct-15;Got That Boom ;Ini loh min @Viu_ID klik videonya malah muncul gini. Nggak kebuka akses nontonnya;negatif
Oct-15;nopal;nah iya anjir aku juga gini udh hampir sebulanan toping ig ga perna bs kepake  malah data yg kepke. pdhl udh laporan ttp aja masi gitu;negatif
Oct-15;Vella Tambayong;kecewa skrg sama by u mana lemot lagi.;negatif
Oct-15;Vella Tambayong;sama mba kesel banget  beli toping instagram tetep aja kuota utama kena;netral
Oct-15;Vella Tambayong;ini toping 10gb instagram gimana? gaguna banget  gabisa di pake dah beli  pss buka ig lama lama tetep aja kuota utama kena. gimana si  aku pelanggan setia. jangan sampe kecewa nih. mana lemot lg skrg .;positif
Oct-15;Vella Tambayong;ini toping 10gb instagram gimana? gaguna banget  gabisa di pake dah beli  pss buka ig lama lama tetep aja kuota utama kena. gimana si  aku pelanggan setia. jangan sampe kecewa nih. mana lemot lg skrg..;positif
Oct-15;Vella Tambayong;ini toping 10gb instagram gimana? gaguna banget  gabisa di pake dah beli  pss buka ig lama lama tetep aja kuota utama kena. gimana si  aku pelanggan setia. jangan sampe kecewa nih. mana lemot lg skrg ..;positif
